id,salary_in_usd
0,124351.1075
1,188969.11904761902
2,126340.83333333331
3,74070.89
4,40980.67
5,79962.94
6,94634.63
7,58234.05547619048
8,34930.18
9,277448.1333333333
10,60547.59
11,287674.76626984123
12,87318.54078571427
13,25956.15
14,75537.575
15,55947.7875
16,140250.75
17,298663.3452380953
18,69789.72666666665
19,90954.34
20,133182.5
21,63875.05961904762
22,73606.05
23,121816.0942857143
24,23376.92
25,21246.6
26,74874.66666666666
27,183871.2380952381
28,22558.84
29,77757.44
30,37166.33
31,104754.86291486291
32,54676.63666666666
33,63470.9265
34,70726.3
35,68365.83750000001
36,121816.0942857143
37,78585.23
38,62356.45
39,175927.4296536797
40,53734.73
41,35854.63
42,114673.68181818182
43,159937.24209956708
44,86332.85714285714
45,249923.80952380956
46,100781.66734126984
47,63219.25033333333
48,104754.86291486291
49,43109.641333333326
50,90700.07142857143
51,46639.7975
52,110311.03309523808
53,153986.61384558943
54,107420.99778571431
55,87610.81919047618
56,163386.97124091367
57,133426.5166666667
58,112535.39911304867
59,135956.5136917946
60,112535.39911304867
61,178838.13888888885
62,135956.5136917946
63,131487.86860472866
64,184079.61633333334
65,203706.63440476195
66,203706.63440476195
67,135956.5136917946
68,108227.22667338216
69,84472.88708333333
70,170437.0761904762
71,168781.64920634922
72,77107.2894047619
73,74368.29561904763
74,71875.25000000001
75,126521.54797619049
76,75015.62435714285
77,85244.73329870129
78,125370.18333333332
79,283554.0
80,28094.772
81,41602.625
82,224105.6666666667
83,232495.92523809522
84,136841.6476190476
85,56323.82461446889
86,56323.82461446889
87,163386.97124091367
88,135956.5136917946
89,22953.55
90,118303.45857142858
91,38583.57
92,64819.92333333333
93,53636.2
94,135956.5136917946
95,194059.91666666663
96,71871.66
97,81739.24548809524
98,74525.38916666666
99,164747.75785714283
100,135956.5136917946
101,112535.39911304867
102,112535.39911304867
103,203706.63440476195
104,163386.97124091367
105,62579.55
106,108227.22667338216
