id,salary_in_usd
0,111381.72770427367
1,192973.5973048181
2,118899.55504708452
3,88428.0057431445
4,45543.85203675015
5,74853.12962759804
6,97552.21199929547
7,50770.108795595304
8,34582.48510531721
9,158239.1811786609
10,9073.447655731597
11,188341.0309530561
12,57892.622574634464
13,14829.348484088696
14,91202.71371778336
15,49165.73520579101
16,70530.7467686449
17,118899.55504708452
18,45959.16231988507
19,48503.73302122038
20,86662.48596649052
21,59158.39123555328
22,74223.24450555314
23,175445.73938069984
24,6533.183400444243
25,7652.3839869199555
26,84937.50995182783
27,251065.12176284706
28,43480.75405818053
29,125722.94544368824
30,109890.10161018906
31,119154.53980443627
32,106280.56049129536
33,34518.82878579128
34,57696.37216838567
35,73895.34974185808
36,177387.84442358304
37,61117.372229619396
38,57696.37216838567
39,187057.71646778058
40,10678.184215241301
41,34774.87467761695
42,118899.55504708452
43,166412.6731207366
44,91318.69739872334
45,242804.79650550932
46,124320.002086577
47,58487.35756299601
48,119154.53980443627
49,15672.647415741474
50,116056.44727238544
51,42314.458963164434
52,133879.84234839573
53,140653.6169035745
54,97586.255783728
55,64013.57975743939
56,158111.1510476109
57,147983.13910921945
58,115263.72055632077
59,148760.1871711109
60,115263.72055632077
61,202880.5200719843
62,148760.1871711109
63,138595.1466770709
64,180523.2956459105
65,182652.13729877124
66,182652.13729877124
67,148760.1871711109
68,105692.82605126439
69,70681.02759686559
70,181844.33492956116
71,158430.05921530846
72,84612.50645146887
73,61742.667954914185
74,96829.8711818335
75,130488.57640953448
76,66045.38431235401
77,69003.43924938954
78,59903.001953411345
79,163708.39459101015
80,49790.756368489616
81,49374.29092276765
82,286325.1616325064
83,268478.7336295232
84,107157.15028878438
85,65751.66954581432
86,65751.66954581432
87,158111.1510476109
88,148760.1871711109
89,51207.04116410557
90,64494.84541241562
91,52309.53153439011
92,82340.06887567567
93,48854.359654174536
94,148760.1871711109
95,256671.56236775432
96,36029.160425477596
97,84306.06403976888
98,62780.055898398394
99,170716.13609090963
100,148760.1871711109
101,115263.72055632077
102,115263.72055632077
103,182652.13729877124
104,158111.1510476109
105,48391.547620857855
106,105692.82605126439
