id,salary_in_usd
0,193514.21609121273
1,141185.95722500206
2,181944.6327017569
3,62579.818681184785
4,64156.58151127405
5,189546.42945153362
6,189739.92958928514
7,87393.10771196875
8,52738.38994287083
9,250387.45678963632
10,44461.12460263542
11,245283.5122185372
12,73527.95702757018
13,19359.84313578922
14,181234.68460469754
15,68773.01519110006
16,84730.72578018367
17,116406.8158974351
18,47442.52442608133
19,72384.76722609113
20,101362.91919040994
21,78965.80487832318
22,59937.252716150295
23,148897.50094077265
24,21723.83380719558
25,24117.600446925964
26,67634.95513516381
27,144169.51770733178
28,56957.192903930954
29,120521.70826179038
30,100233.10323899062
31,114060.87448793008
32,118216.95399008758
33,52505.91787991474
34,49412.58697372354
35,58371.29810767867
36,148897.50094077265
37,34928.22160940454
38,61843.26586841192
39,159486.6828872157
40,35412.31715247356
41,79131.79540682664
42,177480.47098080258
43,159486.6828872157
44,80757.41914044064
45,201326.60400423507
46,114576.80281247805
47,61843.26586841192
48,114060.87448793008
49,34094.19266598156
50,114968.06031706228
51,67698.36140352301
52,125026.72464415143
53,137242.2894599562
54,175914.5877133916
55,71338.87049636732
56,156700.09291647605
57,218596.21586920993
58,175931.53855718477
59,156700.09291647605
60,175931.53855718477
61,203434.94891282992
62,156700.09291647605
63,145568.7020487925
64,145568.7020487925
65,156700.09291647605
66,156700.09291647605
67,156700.09291647605
68,184538.61860822176
69,71338.87049636732
70,139931.38924410072
71,172449.57262992288
72,148316.14471169867
73,77291.66717852722
74,106961.93574894068
75,125026.72464415143
76,79107.25016349554
77,79107.25016349554
78,148015.43379151
79,144826.7670318933
80,81802.4043774933
81,74271.52841407385
82,124660.88279759421
83,172449.57262992288
84,169978.88354111856
85,71338.87049636732
86,71338.87049636732
87,156700.09291647605
88,156700.09291647605
89,62582.486376592824
90,53008.10974994243
91,70928.28265934344
92,118276.1825254802
93,58269.56540519983
94,156700.09291647605
95,123753.69696846201
96,64359.86444687209
97,70896.6124921538
98,78673.6276143374
99,148555.42013893087
100,156700.09291647605
101,175931.53855718477
102,175931.53855718477
103,156700.09291647605
104,156700.09291647605
105,67987.32745805022
106,184538.61860822176
