id,salary_in_usd
0,59864.014041304814
1,215046.79457605138
2,113443.57809979882
3,89111.74872553675
4,50179.44116343785
5,55241.133503551566
6,73508.8973995703
7,64091.38907547335
8,37401.928159722025
9,178869.2053826264
10,66163.70697800697
11,191101.81036629606
12,63339.915599451524
13,25703.229704138957
14,64284.79405719111
15,65210.60455988373
16,95002.94525486915
17,113266.49976646548
18,68298.68019011838
19,68674.77496596507
20,85798.87854283862
21,70265.00317070665
22,97816.47563794
23,178114.86666651274
24,41632.64817757592
25,39624.307066464804
26,119796.44961901433
27,202900.4559087842
28,35877.24154089239
29,65965.82833978649
30,62335.534334954136
31,132808.48509600395
32,70947.5264450814
33,45843.517675422
34,88214.15921889902
35,73066.19249063339
36,174127.5120347698
37,74204.21182197327
38,88214.15921889902
39,179189.69046715452
40,58348.027917314124
41,32096.019045779496
42,113266.49976646548
43,159020.78866686317
44,122041.74653411639
45,210693.684201323
46,134028.38641720227
47,71851.17525906114
48,132808.48509600395
49,60052.35662153334
50,136258.58363304363
51,48171.10005232674
52,143008.170037934
53,145637.52614740643
54,108758.95262366765
55,75706.67246281676
56,152182.48457380047
57,126050.53176041692
58,120085.35473134644
59,149397.59975795564
60,120085.35473134644
61,201805.0365325623
62,149397.59975795564
63,144986.5757079709
64,172838.13584962432
65,154382.1931059084
66,154382.1931059084
67,149397.59975795564
68,113083.25639325421
69,76953.87818094227
70,178376.3266585678
71,157404.92737980266
72,98026.84549981491
73,52201.079467070966
74,95712.15991064513
75,140145.3859897612
76,68989.10588954254
77,74025.88725319393
78,102198.23098884197
79,175962.02743088442
80,41496.51714655547
81,47031.00578021124
82,277789.223248077
83,234519.2340484904
84,117510.99706942031
85,75023.35674853105
86,75023.35674853105
87,152182.48457380047
88,149397.59975795564
89,56033.89988998888
90,93934.24262849316
91,49816.37289956876
92,97635.53438791279
93,39245.450436796455
94,149397.59975795564
95,262787.07691842644
96,69781.47461306032
97,85054.5554944582
98,77526.61692535559
99,196612.4128045424
100,149397.59975795564
101,120085.35473134644
102,120085.35473134644
103,154382.1931059084
104,152182.48457380047
105,78132.89469299656
106,113083.25639325421
