id,salary_in_usd
0,122064.1625
1,167924.66666666663
2,125301.66666666666
3,73263.52
4,41461.2
5,77149.549
6,96039.63083333334
7,63106.737
8,37476.6
9,285309.98333333334
10,59076.36
11,284583.42380952375
12,83941.42276190475
13,33649.7575
14,71868.6225
15,57207.00333333334
16,143015.61
17,266831.5634920635
18,67550.32
19,88284.99666666666
20,119965.43
21,66500.58259523808
22,72352.46666666666
23,124025.29761904762
24,28562.566000000003
25,16755.4
26,81052.91666666667
27,188171.80952380956
28,27430.97
29,72792.63
30,44034.53
31,110350.56349206349
32,57015.24
33,62046.9895
34,69154.53
35,66808.25583333334
36,124025.29761904762
37,76292.63333333335
38,65429.426666666666
39,178856.93718699607
40,45912.37
41,34838.83
42,116489.14285714286
43,164495.34783908047
44,91486.66666666666
45,249644.1666666667
46,102005.65364285716
47,65176.85133333334
48,110350.56349206349
49,46166.78
50,97325.02380952379
51,49409.1065
52,110439.75912698414
53,161306.81341150182
54,107937.08974025976
55,87144.57524603177
56,161522.98035342546
57,132697.7392
58,111426.08350880683
59,135806.5928711314
60,111426.08350880683
61,174746.22619047615
62,135806.5928711314
63,129317.22674131423
64,181190.04099999997
65,200797.84045238097
66,200797.84045238097
67,135806.5928711314
68,107045.546515873
69,83291.78450000001
70,155635.89761904758
71,171721.4271783772
72,81019.3089069264
73,73994.63471428571
74,85411.13
75,123969.50716666669
76,75721.8591904762
77,83774.44200577197
78,108819.46428571428
79,291087.6666666667
80,25241.745
81,40863.373999999996
82,220315.3333333333
83,245415.7075
84,138813.23920000004
85,53761.51620238094
86,53761.51620238094
87,161522.98035342546
88,135806.5928711314
89,24132.38
90,127705.46
91,41535.305857142856
92,66276.686
93,54175.525499999996
94,135806.5928711314
95,187879.0833333333
96,75560.42
97,74555.19939285715
98,72785.26033333332
99,165630.82321428572
100,135806.5928711314
101,111426.08350880683
102,111426.08350880683
103,200797.84045238097
104,161522.98035342546
105,63407.7
106,107045.546515873
