id,salary_in_usd
0,109059.22492530754
1,186177.7961345097
2,119065.63288320597
3,90202.40452646812
4,51388.85206556945
5,74343.49834166185
6,112498.11323856369
7,53586.69599719621
8,42954.26518043744
9,174312.99396835448
10,26608.863000287005
11,173356.13043305813
12,64760.10471696497
13,26019.000522623264
14,107269.54003638602
15,49623.78907093523
16,80354.76648642961
17,119065.63288320597
18,51163.5310919221
19,52953.47552762266
20,88859.57712735105
21,54592.15360086126
22,82297.34156754709
23,177668.3720630312
24,9277.762902933391
25,13474.914354337208
26,82465.12425188826
27,239428.03068653963
28,36074.87398203975
29,113979.6072824898
30,98073.829203191
31,115691.55875730398
32,87573.79363295659
33,34322.92745080923
34,63163.02992765041
35,73913.88738852712
36,177668.3720630312
37,59472.19111672021
38,63163.02992765041
39,186577.56123674958
40,11372.32446742357
41,36463.03709476986
42,119065.63288320597
43,165977.7857578963
44,94003.4960477375
45,235146.8461697703
46,125215.43966172791
47,62586.61485923516
48,115691.55875730398
49,28367.816094479385
50,117611.4531371773
51,43355.77555814856
52,133647.06775823652
53,140927.68937915072
54,99190.35455671254
55,67823.29223808537
56,157768.7471873477
57,145230.2646736402
58,115662.41760446972
59,147191.38407377774
60,115662.41760446972
61,219200.47848992838
62,147191.38407377774
63,138022.33445556386
64,176927.74263955606
65,172961.10817136354
66,172961.10817136354
67,147191.38407377774
68,107336.56457776208
69,69322.14740067718
70,181710.05903450365
71,157737.95961320287
72,79173.56589866008
73,57491.50230628955
74,86406.61467964496
75,129876.12443451434
76,66846.01382244873
77,72898.69138100951
78,54954.33552461019
79,168319.28345756003
80,48222.39901982139
81,50989.03952753987
82,292174.19384344673
83,273107.7681669139
84,109398.72290984265
85,68658.6408360341
86,68658.6408360341
87,157768.7471873477
88,147191.38407377774
89,45738.31282895302
90,63827.929091448736
91,51469.106635489865
92,83710.0370534874
93,42754.30120707008
94,147191.38407377774
95,255953.46939669483
96,30823.1608534831
97,87842.46206358947
98,65232.600527383904
99,179281.48126928645
100,147191.38407377774
101,115662.41760446972
102,115662.41760446972
103,172961.10817136354
104,157768.7471873477
105,53958.11324809471
106,107336.56457776208
