id,salary_in_usd
0,100742.08460914959
1,165485.4653193416
2,196202.5524665896
3,63129.06053354381
4,41384.98509504983
5,89160.54251583271
6,82620.37433638994
7,69611.5449550899
8,31952.504412523464
9,186001.27633868222
10,48276.14081323385
11,174354.10743637936
12,43155.39133771818
13,39648.54375556527
14,81705.59013992081
15,40437.22022279868
16,87850.17953623093
17,198081.2458952636
18,19925.54008956083
19,54880.41868131261
20,44712.17877747727
21,67527.09727107256
22,63911.93399061613
23,132446.23649393817
24,8278.095007927059
25,9191.418820528326
26,69786.18176719265
27,168555.6248851564
28,40417.35559804978
29,89026.40696477481
30,65269.8601599844
31,153623.45872618028
32,72779.33725300322
33,54218.4147747577
34,31256.33772750283
35,91994.61380005536
36,132446.23649393817
37,28957.383095494937
38,31256.33772750283
39,182420.32186150356
40,42501.97491241666
41,17007.684043266847
42,198081.2458952636
43,182420.32186150356
44,76276.17338642104
45,218793.57596889755
46,115759.13539215249
47,31256.33772750283
48,153623.45872618028
49,15563.04985176036
50,147080.23439497658
51,73472.76783771078
52,118701.49181546377
53,132713.13098832697
54,161814.36207672372
55,51386.96028034192
56,137993.99030561087
57,214874.7172859034
58,181106.860566871
59,137993.99030561087
60,181106.860566871
61,171761.84702464324
62,137993.99030561087
63,126653.72701151145
64,126653.72701151145
65,137993.99030561087
66,137993.99030561087
67,137993.99030561087
68,169766.59727277153
69,51386.96028034192
70,103522.33861975932
71,201208.98190589927
72,134888.26613040807
73,54025.925165593515
74,116670.11838579374
75,118701.49181546377
76,55841.50815056184
77,55841.50815056184
78,149183.88355113275
79,186262.7768147393
80,48045.06253524842
81,66687.36414048713
82,160141.37560833836
83,194665.75757469557
84,175826.00124958713
85,51386.96028034192
86,51386.96028034192
87,137993.99030561087
88,137993.99030561087
89,47744.78647166217
90,44675.91428496311
91,68767.13151790077
92,95236.66612444595
93,70146.53217055082
94,137993.99030561087
95,166684.59993954207
96,92264.69349930542
97,61776.17486039694
98,82645.39329516114
99,114730.5143015673
100,137993.99030561087
101,181106.860566871
102,181106.860566871
103,137993.99030561087
104,137993.99030561087
105,88822.0444378521
106,169766.59727277153
